date,atm_id,atm_city,withdrawals_usd,total_txn_count,income_txn_count,outcome_txn_count,btc_close,btc_pct_change_1d,btc_7d_roc,btc_7d_ma,btc_volatility_7d,is_weekend,payday_flag
2020-01-01,atm350000,Izmir,39650,1118,525,593,7225.58,0.0120171769998516,0.0088703653283626,7270.584285714285,0.0203415646379413,false,true
2020-01-02,atm350000,Izmir,39135,1164,549,615,6953.17,-0.0377007797297932,-0.0544986027916969,7213.330000000001,0.0215160153679279,false,false
2020-01-03,atm350000,Izmir,46075,1162,501,661,7339.97,0.0556293028935004,0.0176692505958382,7231.535714285715,0.0312668978846912,false,false
2020-01-04,atm350000,Izmir,38510,1194,603,591,7291.27,-0.0066349045023345,-0.0034728866097738,7227.905714285715,0.0309862267394496,true,false
2020-01-05,atm350000,Izmir,44990,1189,486,703,7430.83,0.0191406983968498,0.001189706278631,7229.167142857143,0.0314050890979766,true,false
2020-01-06,atm350000,Izmir,41670,1233,569,664,7525.46,0.0127347819826317,0.0417923547497982,7272.294285714286,0.0291435871176385,false,false
2020-01-07,atm350000,Izmir,40060,1340,698,642,8050.0,0.0697020514360584,0.1274857208485416,7402.325714285714,0.0362012045859287,false,false
2020-01-01,atm350001,Izmir,42550,1226,587,639,7225.58,0.0120171769998516,0.0088703653283626,7270.584285714285,0.0203415646379413,false,true
2020-01-02,atm350001,Izmir,38445,1086,473,613,6953.17,-0.0377007797297932,-0.0544986027916969,7213.330000000001,0.0215160153679279,false,false
2020-01-03,atm350001,Izmir,37600,1044,437,607,7339.97,0.0556293028935004,0.0176692505958382,7231.535714285715,0.0312668978846912,false,false
2020-01-04,atm350001,Izmir,34155,1083,542,541,7291.27,-0.0066349045023345,-0.0034728866097738,7227.905714285715,0.0309862267394496,true,false
2020-01-05,atm350001,Izmir,41375,1159,521,638,7430.83,0.0191406983968498,0.001189706278631,7229.167142857143,0.0314050890979766,true,false
2020-01-06,atm350001,Izmir,43305,1176,514,662,7525.46,0.0127347819826317,0.0417923547497982,7272.294285714286,0.0291435871176385,false,false
2020-01-07,atm350001,Izmir,40070,1110,452,658,8050.0,0.0697020514360584,0.1274857208485416,7402.325714285714,0.0362012045859287,false,false
2020-01-01,atm3500010,Izmir,58700,1851,881,970,7225.58,0.0120171769998516,0.0088703653283626,7270.584285714285,0.0203415646379413,false,true
2020-01-02,atm3500010,Izmir,72230,2111,1000,1111,6953.17,-0.0377007797297932,-0.0544986027916969,7213.330000000001,0.0215160153679279,false,false
2020-01-03,atm3500010,Izmir,68735,2014,938,1076,7339.97,0.0556293028935004,0.0176692505958382,7231.535714285715,0.0312668978846912,false,false
2020-01-04,atm3500010,Izmir,67255,2068,997,1071,7291.27,-0.0066349045023345,-0.0034728866097738,7227.905714285715,0.0309862267394496,true,false
2020-01-05,atm3500010,Izmir,68740,2046,953,1093,7430.83,0.0191406983968498,0.001189706278631,7229.167142857143,0.0314050890979766,true,false
2020-01-06,atm3500010,Izmir,67460,1964,892,1072,7525.46,0.0127347819826317,0.0417923547497982,7272.294285714286,0.0291435871176385,false,false
2020-01-07,atm3500010,Izmir,69425,2039,952,1087,8050.0,0.0697020514360584,0.1274857208485416,7402.325714285714,0.0362012045859287,false,false
2020-01-01,atm35000100,Izmir,41795,1172,509,663,7225.58,0.0120171769998516,0.0088703653283626,7270.584285714285,0.0203415646379413,false,true
2020-01-02,atm35000100,Izmir,44835,1219,522,697,6953.17,-0.0377007797297932,-0.0544986027916969,7213.330000000001,0.0215160153679279,false,false
2020-01-03,atm35000100,Izmir,37980,1136,550,586,7339.97,0.0556293028935004,0.0176692505958382,7231.535714285715,0.0312668978846912,false,false
2020-01-04,atm35000100,Izmir,46250,1134,441,693,7291.27,-0.0066349045023345,-0.0034728866097738,7227.905714285715,0.0309862267394496,true,false
2020-01-05,atm35000100,Izmir,40350,1256,608,648,7430.83,0.0191406983968498,0.001189706278631,7229.167142857143,0.0314050890979766,true,false
2020-01-06,atm35000100,Izmir,39820,1188,526,662,7525.46,0.0127347819826317,0.0417923547497982,7272.294285714286,0.0291435871176385,false,false
2020-01-07,atm35000100,Izmir,42715,1176,512,664,8050.0,0.0697020514360584,0.1274857208485416,7402.325714285714,0.0362012045859287,false,false
2020-01-01,atm35000101,Izmir,41815,1136,529,607,7225.58,0.0120171769998516,0.0088703653283626,7270.584285714285,0.0203415646379413,false,true
2020-01-02,atm35000101,Izmir,45020,1084,431,653,6953.17,-0.0377007797297932,-0.0544986027916969,7213.330000000001,0.0215160153679279,false,false
